direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_100,0.5333333333333333,1.5666666666666667,16,0.0015505221404793644
stop→lick,stop_100,0.0,1.0333333333333334,0,0.001797399974071726
stop→lick,stop_146,0.0,1.0333333333333334,0,0.0020417490234910904
stop→lick,stop_146,0.5333333333333333,1.5666666666666667,16,0.0021627767394059956
stop→lick,stop_161,0.0,1.0333333333333334,0,0.0032211729523046236
stop→lick,stop_160,0.5333333333333333,1.5666666666666667,16,0.004249669908373111
stop→lick,stop_160,0.0,1.0333333333333334,0,0.0043626823222583724
stop→lick,stop_44,0.0,1.0333333333333334,0,0.007470027845959803
stop→lick,stop_44,1.0666666666666667,2.1,32,0.013271461406750912
stop→lick,stop_44,0.5333333333333333,1.5666666666666667,16,0.016072972042981092
