direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_79,0.5333333333333333,1.0333333333333334,16,0.0009875146522617475
stop→lick,stop_93,0.5333333333333333,1.0333333333333334,16,0.0012364543593270567
stop→lick,stop_79,0.0,0.5,0,0.0012611157530914526
stop→lick,stop_93,1.0666666666666667,1.5666666666666667,32,0.0013206582111041669
stop→lick,stop_47,1.0666666666666667,1.5666666666666667,32,0.0013842013581503772
stop→lick,stop_47,0.0,0.5,0,0.0013922168585074966
stop→lick,stop_47,0.5333333333333333,1.0333333333333334,16,0.0014133180145207613
stop→lick,stop_144,0.5333333333333333,1.0333333333333334,16,0.0016235990463846902
stop→lick,stop_83,1.0666666666666667,1.5666666666666667,32,0.0016786790410578786
stop→lick,stop_93,0.0,0.5,0,0.0017077977092158842
stop→lick,stop_162,1.0666666666666667,1.5666666666666667,32,0.0018139849754727213
stop→lick,stop_98,0.5333333333333333,1.0333333333333334,16,0.0018204368065255611
stop→lick,stop_46,1.0666666666666667,1.5666666666666667,32,0.001978190816838195
stop→lick,stop_144,0.0,0.5,0,0.00204318037272085
stop→lick,stop_46,0.5333333333333333,1.0333333333333334,16,0.002100487959353498
stop→lick,stop_53,0.0,0.5,0,0.002153218584109404
stop→lick,stop_144,1.0666666666666667,1.5666666666666667,32,0.002253600535813481
stop→lick,stop_44,0.0,0.5,0,0.002273250375872986
stop→lick,stop_83,0.5333333333333333,1.0333333333333334,16,0.002376904366007536
stop→lick,stop_79,1.0666666666666667,1.5666666666666667,32,0.002511496230983317
stop→lick,stop_98,1.0666666666666667,1.5666666666666667,32,0.002580429848963885
stop→lick,stop_46,0.0,0.5,0,0.0026893962104400726
stop→lick,stop_83,0.0,0.5,0,0.003031479963872761
lick→stop,lick_31,1.6,2.1,48,0.004213302997222334
lick→stop,lick_9,5.333333333333333,5.833333333333333,160,0.004408325785755833
lick→stop,lick_9,4.8,5.3,144,0.004810313380598972
stop→lick,stop_98,0.0,0.5,0,0.004844090685641482
lick→stop,lick_31,1.0666666666666667,1.5666666666666667,32,0.005256025832979575
lick→stop,lick_31,2.1333333333333333,2.6333333333333333,64,0.005451142383008564
stop→lick,stop_144,1.6,2.1,48,0.007051654443914075
stop→lick,stop_162,0.5333333333333333,1.0333333333333334,16,0.007253358112329787
stop→lick,stop_162,0.0,0.5,0,0.0079468175584383
stop→lick,stop_44,1.6,2.1,48,0.00947396305577809
stop→lick,stop_73,6.933333333333334,7.433333333333334,208,0.010407448755799954
stop→lick,stop_44,0.5333333333333333,1.0333333333333334,16,0.013239702829232786
stop→lick,stop_44,1.0666666666666667,1.5666666666666667,32,0.017870664821758746
stop→lick,stop_73,7.466666666666667,7.966666666666667,224,0.02940672428813829
stop→lick,stop_73,6.4,6.9,192,0.05012004770759775
