direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_174,0.5333333333333333,1.0333333333333334,16,0.0012256930757008938
stop→lick,stop_174,0.8,1.3,24,0.001504042627981419
stop→lick,stop_174,0.0,0.5,0,0.0015670226733088854
stop→lick,stop_30,0.5333333333333333,1.0333333333333334,16,0.0016113434265531133
stop→lick,stop_174,1.0666666666666667,1.5666666666666667,32,0.0016137263257768601
stop→lick,stop_30,0.8,1.3,24,0.001690790208784341
lick→stop,lick_19,5.066666666666666,5.566666666666666,152,0.003555533677639873
stop→lick,stop_30,0.26666666666666666,0.7666666666666667,8,0.00365425318535698
lick→stop,lick_19,2.933333333333333,3.433333333333333,88,0.003657956627025816
lick→stop,lick_19,3.7333333333333334,4.233333333333333,112,0.003878353629787689
lick→stop,lick_19,3.466666666666667,3.966666666666667,104,0.0039232027470005775
stop→lick,stop_30,0.0,0.5,0,0.003946605316336938
lick→stop,lick_19,4.266666666666667,4.766666666666667,128,0.0043745623026605306
