direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_174,0.26666666666666666,0.7666666666666667,8,0.0011362143689325208
stop→lick,stop_174,0.5333333333333333,1.0333333333333334,16,0.0012256930757008938
stop→lick,stop_174,1.3333333333333333,1.8333333333333333,40,0.0013874997371186486
stop→lick,stop_174,0.8,1.3,24,0.001504042627981419
stop→lick,stop_174,0.0,0.5,0,0.0015670226733088854
stop→lick,stop_30,0.5333333333333333,1.0333333333333334,16,0.0016113434265531133
stop→lick,stop_174,1.0666666666666667,1.5666666666666667,32,0.0016137263257768601
stop→lick,stop_30,0.8,1.3,24,0.001690790208784341
stop→lick,stop_30,0.26666666666666666,0.7666666666666667,8,0.00365425318535698
stop→lick,stop_30,0.0,0.5,0,0.003946605316336938
