direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_126,0.0,0.5,0,0.0015310704621665579
stop→lick,stop_98,0.5333333333333333,1.0333333333333334,16,0.0018204368065255611
stop→lick,stop_98,0.8,1.3,24,0.0021184252568732173
lick→stop,lick_31,6.666666666666667,7.166666666666667,200,0.0024687254189290782
stop→lick,stop_98,1.0666666666666667,1.5666666666666667,32,0.002580429848963885
stop→lick,stop_98,1.3333333333333333,1.8333333333333333,40,0.0026406052410932104
stop→lick,stop_98,0.26666666666666666,0.7666666666666667,8,0.0032603557586490476
lick→stop,lick_31,5.066666666666666,5.566666666666666,152,0.003289249529186489
lick→stop,lick_43,4.266666666666667,4.766666666666667,128,0.003805980287002918
lick→stop,lick_43,5.066666666666666,5.566666666666666,152,0.004008426898151581
lick→stop,lick_43,4.533333333333333,5.033333333333333,136,0.00446000834662312
lick→stop,lick_43,6.133333333333334,6.633333333333334,184,0.004576889068664698
lick→stop,lick_43,5.333333333333333,5.833333333333333,160,0.004692624595601008
stop→lick,stop_98,0.0,0.5,0,0.004844090685641482
lick→stop,lick_43,6.4,6.9,192,0.004932897777293559
lick→stop,lick_43,5.6,6.1,168,0.0057716588720022706
lick→stop,lick_31,5.6,6.1,168,0.005858917223156801
stop→lick,stop_73,8.0,8.5,240,0.014837941069589817
stop→lick,stop_73,7.2,7.7,216,0.019676261508134552
stop→lick,stop_73,7.733333333333333,8.233333333333333,232,0.027335825024820747
stop→lick,stop_73,7.466666666666667,7.966666666666667,224,0.02940672428813829
