direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_153,1.0666666666666667,1.5666666666666667,32,0.001391367322073767
stop→lick,stop_153,0.5333333333333333,1.0333333333333334,16,0.0016797189136034166
stop→lick,stop_153,0.8,1.3,24,0.0016866885711750968
stop→lick,stop_53,0.26666666666666666,0.7666666666666667,8,0.0018608641316229233
stop→lick,stop_153,0.26666666666666666,0.7666666666666667,8,0.001987591273832075
stop→lick,stop_153,0.0,0.5,0,0.0020982439606868357
stop→lick,stop_53,0.0,0.5,0,0.0022205187524491268
stop→lick,stop_155,0.5333333333333333,1.0333333333333334,16,0.002595523563456702
stop→lick,stop_155,1.3333333333333333,1.8333333333333333,40,0.002725650168681993
stop→lick,stop_155,0.8,1.3,24,0.0028641567858250696
stop→lick,stop_155,0.26666666666666666,0.7666666666666667,8,0.0029302295006987692
stop→lick,stop_155,1.0666666666666667,1.5666666666666667,32,0.003124085032383791
