direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_26,0.8,1.5666666666666667,24,0.0011171382923613694
stop→lick,stop_93,0.4,1.1666666666666667,12,0.0012392808715418946
stop→lick,stop_93,0.8,1.5666666666666667,24,0.0012864300042876387
stop→lick,stop_93,1.2,1.9666666666666666,36,0.0013400360289519515
stop→lick,stop_47,0.0,0.7666666666666667,0,0.0013410768314571781
stop→lick,stop_135,0.0,0.7666666666666667,0,0.0014097519560747256
stop→lick,stop_47,0.4,1.1666666666666667,12,0.0014188136355644876
stop→lick,stop_47,0.8,1.5666666666666667,24,0.0014580239266152688
stop→lick,stop_93,0.0,0.7666666666666667,0,0.001523832424455911
stop→lick,stop_135,0.4,1.1666666666666667,12,0.0015244221416969338
stop→lick,stop_144,0.4,1.1666666666666667,12,0.0018106075935107153
stop→lick,stop_144,0.0,0.7666666666666667,0,0.001900832240374597
stop→lick,stop_144,0.8,1.5666666666666667,24,0.00200215995673983
stop→lick,stop_133,0.0,0.7666666666666667,0,0.0020589618860918073
stop→lick,stop_108,0.8,1.5666666666666667,24,0.0021652088633733876
stop→lick,stop_98,0.8,1.5666666666666667,24,0.0022305709221071245
stop→lick,stop_98,0.4,1.1666666666666667,12,0.002458898605907706
stop→lick,stop_98,1.2,1.9666666666666666,36,0.0029949311345295994
stop→lick,stop_144,1.2,1.9666666666666666,36,0.003666228914360579
stop→lick,stop_98,0.0,0.7666666666666667,0,0.0038361927811477363
stop→lick,stop_155,0.4,1.1666666666666667,12,0.003969615278882661
stop→lick,stop_155,0.0,0.7666666666666667,0,0.004347010740890337
lick→stop,lick_31,1.6,2.3666666666666667,48,0.004603699296093031
stop→lick,stop_155,0.8,1.5666666666666667,24,0.006035839552368643
stop→lick,stop_108,0.4,1.1666666666666667,12,0.007035510401309229
stop→lick,stop_108,0.0,0.7666666666666667,0,0.007954748608719968
stop→lick,stop_138,0.0,0.7666666666666667,0,0.011160121002799943
