direction,video_id,start_time,end_time,start_idx,motion
stop→lick,stop_93,0.5333333333333333,1.0333333333333334,16,0.0012364543593270567
stop→lick,stop_93,1.0666666666666667,1.5666666666666667,32,0.0013206582111041669
stop→lick,stop_82,1.0666666666666667,1.5666666666666667,32,0.0014737611756571924
stop→lick,stop_143,1.0666666666666667,1.5666666666666667,32,0.0015290770814128578
stop→lick,stop_82,0.5333333333333333,1.0333333333333334,16,0.0015292179466182346
stop→lick,stop_82,0.0,0.5,0,0.0015614096072187995
stop→lick,stop_33,1.0666666666666667,1.5666666666666667,32,0.0016786790410578786
stop→lick,stop_93,0.0,0.5,0,0.0017077977092158842
stop→lick,stop_98,0.5333333333333333,1.0333333333333334,16,0.0018204368065255611
stop→lick,stop_143,0.5333333333333333,1.0333333333333334,16,0.0020095026442757628
stop→lick,stop_143,0.0,0.5,0,0.0021903836799293795
stop→lick,stop_33,0.5333333333333333,1.0333333333333334,16,0.002376904366007536
stop→lick,stop_33,0.0,0.5,0,0.002480861310164849
stop→lick,stop_98,1.0666666666666667,1.5666666666666667,32,0.002580429848963885
stop→lick,stop_161,0.0,0.5,0,0.003114863834847905
stop→lick,stop_149,0.5333333333333333,1.0333333333333334,16,0.0033373510730204036
lick→stop,lick_38,13.866666666666667,14.366666666666667,416,0.003447070153582153
stop→lick,stop_161,0.5333333333333333,1.0333333333333334,16,0.00351945283376638
lick→stop,lick_38,14.4,14.9,432,0.003552107767946129
lick→stop,lick_38,15.466666666666667,15.966666666666667,464,0.003860883122817505
lick→stop,lick_38,19.2,19.7,576,0.003944353167691731
lick→stop,lick_38,17.6,18.1,528,0.004198399114323927
lick→stop,lick_9,0.5333333333333333,1.0333333333333334,16,0.004225128274025894
lick→stop,lick_9,5.866666666666666,6.366666666666666,176,0.004256965927265974
lick→stop,lick_38,18.133333333333333,18.633333333333333,544,0.004265289869858365
lick→stop,lick_9,1.0666666666666667,1.5666666666666667,32,0.004475392403613783
lick→stop,lick_9,2.1333333333333333,2.6333333333333333,64,0.004550494675768867
lick→stop,lick_9,1.6,2.1,48,0.004595505676372739
stop→lick,stop_149,0.0,0.5,0,0.004604620755199702
lick→stop,lick_38,16.0,16.5,480,0.004795339636069819
stop→lick,stop_98,0.0,0.5,0,0.004844090685641482
lick→stop,lick_9,2.6666666666666665,3.1666666666666665,80,0.0053655730724387314
lick→stop,lick_30,11.733333333333333,12.233333333333333,352,0.005578211250836803
lick→stop,lick_38,17.066666666666666,17.566666666666666,512,0.005635815462697087
lick→stop,lick_9,6.4,6.9,192,0.005969372654923707
lick→stop,lick_30,15.466666666666667,15.966666666666667,464,0.007082383434844851
lick→stop,lick_30,14.933333333333334,15.433333333333334,448,0.007275328591790736
lick→stop,lick_9,3.2,3.7,96,0.007773250980912094
lick→stop,lick_30,19.2,19.7,576,0.007971037063439596
lick→stop,lick_30,17.066666666666666,17.566666666666666,512,0.00798347813094761
lick→stop,lick_30,20.266666666666666,20.766666666666666,608,0.008142584658876477
lick→stop,lick_38,18.666666666666668,19.166666666666668,560,0.008199093460734327
lick→stop,lick_30,18.666666666666668,19.166666666666668,560,0.009119033557565744
lick→stop,lick_30,24.0,24.5,720,0.010356224642917614
lick→stop,lick_30,25.066666666666666,25.566666666666666,752,0.010485042686416151
lick→stop,lick_30,11.2,11.7,336,0.010531406890598982
lick→stop,lick_30,16.0,16.5,480,0.01053431191306974
lick→stop,lick_30,17.6,18.1,528,0.010637169661283375
lick→stop,lick_30,25.6,26.1,768,0.01095629896287642
lick→stop,lick_30,24.533333333333335,25.033333333333335,736,0.011124675311080356
lick→stop,lick_30,19.733333333333334,20.233333333333334,592,0.011600307695605877
lick→stop,lick_30,16.533333333333335,17.033333333333335,496,0.012560673548564202
